Campaign ID,Ad group,Keyword,Match type,Max CPC,Final URL
20291611349,Christmas Products,"""luxury christmas centrepiece""",Phrase,4.50,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces
20291611349,Christmas Products,"""luxury christmas centrepieces""",Phrase,4.50,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces
20291611349,Christmas Products,"""designer christmas centrepiece""",Phrase,4.25,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces
20291611349,Christmas Products,"""designer christmas candle holder""",Phrase,4.25,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces
20291611349,Christmas Products,"""premium christmas centrepieces""",Phrase,4.00,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces
20291611349,Christmas Products,"""handcrafted christmas centrepiece""",Phrase,4.00,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces
20291611349,Christmas Products,"""bespoke christmas centrepiece australia""",Phrase,3.75,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces
20291611349,Christmas Products,"""luxury christmas candle holder""",Phrase,4.25,https://beliefsinwreaths.com.au/collections/christmas-candle-holders-centrepieces
