Campaign ID,Ad group,Keyword,Match type,Max CPC,Final URL
20291611349,Christmas Products,"""luxury christmas decor""",Phrase,3.50,https://beliefsinwreaths.com.au/collections/christmas-collection
20291611349,Christmas Products,"""designer christmas decor""",Phrase,3.50,https://beliefsinwreaths.com.au/collections/christmas-collection
20291611349,Christmas Products,"""premium christmas decorations""",Phrase,3.25,https://beliefsinwreaths.com.au/collections/christmas-collection
20291611349,Christmas Products,"""handcrafted christmas decorations""",Phrase,3.25,https://beliefsinwreaths.com.au/collections/christmas-collection
20291611349,Christmas Products,"""luxury christmas collection""",Phrase,3.00,https://beliefsinwreaths.com.au/collections/christmas-collection
20291611349,Christmas Products,"""bespoke christmas decorations""",Phrase,3.25,https://beliefsinwreaths.com.au/collections/christmas-collection
