# ----------------------------------------
# Traffic acquisition: Session primary channel group (Default Channel Group)
# Account: Beliefs in Wreaths
# Property: Beliefs in Wreaths Site
# ----------------------------------------
# 
# All Users
# Start date: 20251114
# End date: 20251114
Session primary channel group (Default Channel Group),Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
Direct,7,4,0.5714285714285714,5.571428571428571,4.428571428571429,31,3,0.2857142857142857,0
Organic Search,6,5,0.8333333333333334,24,5,30,5,0.6666666666666666,0
Paid Search,3,2,0.6666666666666666,5,4.666666666666667,14,0,0,0
Organic Social,1,0,0,0,3,3,0,0,0
