# ----------------------------------------
# Traffic acquisition: Session primary channel group (Default Channel Group)
# Account: Beliefs in Wreaths
# Property: Beliefs in Wreaths Site
# ----------------------------------------
# 
# All Users
# Start date: 20251111
# End date: 20251111
Session primary channel group (Default Channel Group),Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
Paid Search,8,7,0.875,32.5,7.5,60,4,0.375,0
Direct,6,1,0.16666666666666666,0,3.1666666666666665,19,1,0.16666666666666666,0
Organic Search,3,3,1,48.333333333333336,10.666666666666666,32,6,1,0
Organic Social,2,2,1,8,6.5,13,1,0.5,0
Unassigned,1,0,0,781,97,97,15,1,285
